ExcitementLongTerm,ExcitementShortTerm,Engagement/Boredom,Frustration,Meditation,ES_Timestamp,Timestamp
0.0,0.0,0.0,0.0,0.0,0.031276878,1378159219859
3.8995764043647796E-5,0.0023397456388920546,0.6369876265525818,0.0,0.30000001192092896,0.50043005,1378159220314
3.8995764043647796E-5,0.0023397456388920546,0.6369876265525818,0.0,0.30000001192092896,0.5317069,1378159220343
3.8995764043647796E-5,0.0023397456388920546,0.6369876265525818,0.0,0.30000001192092896,0.6255376,1378159220438
3.8995764043647796E-5,0.0023397456388920546,0.6369876265525818,0.0,0.30000001192092896,0.7506451,1378159220562
3.8995764043647796E-5,0.0023397456388920546,0.6369876265525818,0.0,0.30000001192092896,0.8757526,1378159220687
9.84030484687537E-5,0.0035839350894093513,0.7164987921714783,0.0,0.27000001072883606,1.0008601,1378159220813
9.84030484687537E-5,0.0035839350894093513,0.7164987921714783,0.0,0.27000001072883606,1.032137,1378159220844
9.84030484687537E-5,0.0035839350894093513,0.7164987921714783,0.0,0.27000001072883606,1.1259676,1378159220943
9.84030484687537E-5,0.0035839350894093513,0.7164987921714783,0.0,0.27000001072883606,1.2510751,1378159221064
9.84030484687537E-5,0.0035839350894093513,0.7164987921714783,0.0,0.27000001072883606,1.3761827,1378159221188
3.129228425677866E-4,0.01292055007070303,0.7438859343528748,0.0,0.25966668128967285,1.5012902,1378159221313
3.129228425677866E-4,0.01292055007070303,0.7438859343528748,0.0,0.25966668128967285,1.532567,1378159221343
3.129228425677866E-4,0.01292055007070303,0.7438859343528748,0.0,0.25966668128967285,1.563844,1378159221376
3.129228425677866E-4,0.01292055007070303,0.7438859343528748,0.0,0.25966668128967285,1.6263977,1378159221437
3.129228425677866E-4,0.01292055007070303,0.7438859343528748,0.0,0.25966668128967285,1.7202283,1378159221531
3.129228425677866E-4,0.01292055007070303,0.7438859343528748,0.0,0.25966668128967285,1.7515053,1378159221562
3.129228425677866E-4,0.01292055007070303,0.7438859343528748,0.0,0.25966668128967285,1.8766128,1378159221690
6.244616815820336E-4,0.018849365413188934,0.7243615388870239,0.0,0.26703333854675293,2.0017202,1378159221814
6.244616815820336E-4,0.018849365413188934,0.7243615388870239,0.0,0.26703333854675293,2.0329971,1378159221844
6.244616815820336E-4,0.018849365413188934,0.7243615388870239,0.0,0.26703333854675293,2.1268277,1378159221939
6.244616815820336E-4,0.018849365413188934,0.7243615388870239,0.0,0.26703333854675293,2.2519352,1378159222064
6.244616815820336E-4,0.018849365413188934,0.7243615388870239,0.0,0.26703333854675293,2.3770428,1378159222188
0.0011327567044645548,0.030811816453933716,0.7067895531654358,0.0,0.27366334199905396,2.5021503,1378159222314
0.0011327567044645548,0.030811816453933716,0.7067895531654358,0.0,0.27366334199905396,2.5334272,1378159222344
0.0011327567044645548,0.030811816453933716,0.7067895531654358,0.0,0.27366334199905396,2.6272578,1378159222443
0.0011327567044645548,0.030811816453933716,0.7067895531654358,0.0,0.27366334199905396,2.7523654,1378159222565
0.0011327567044645548,0.030811816453933716,0.7067895531654358,0.0,0.27366334199905396,2.8774729,1378159222689
0.00174982869066298,0.03759519383311272,0.6909748315811157,0.0,0.2796303331851959,3.0025804,1378159222815
0.00174982869066298,0.03759519383311272,0.6909748315811157,0.0,0.2796303331851959,3.0338573,1378159222845
0.00174982869066298,0.03759519383311272,0.6909748315811157,0.0,0.2796303331851959,3.127688,1378159222940
0.00174982869066298,0.03759519383311272,0.6909748315811157,0.0,0.2796303331851959,3.2527955,1378159223065
0.00174982869066298,0.03759519383311272,0.6909748315811157,0.0,0.2796303331851959,3.377903,1378159223189
0.0028272925410419703,0.06553199887275696,0.6767415404319763,0.0,0.28500062227249146,3.5030105,1378159223315
0.0028272925410419703,0.06553199887275696,0.6767415404319763,0.0,0.28500062227249146,3.5342872,1378159223345
0.0028272925410419703,0.06553199887275696,0.6767415404319763,0.0,0.28500062227249146,3.628118,1378159223439
0.0028272925410419703,0.06553199887275696,0.6767415404319763,0.0,0.28500062227249146,3.7532256,1378159223565
0.0028272925410419703,0.06553199887275696,0.6767415404319763,0.0,0.28500062227249146,3.8783329,1378159223690
0.004276045132428408,0.08835542947053909,0.6639315485954285,0.0,0.2898339033126831,4.0034404,1378159223815
0.004276045132428408,0.08835542947053909,0.6639315485954285,0.0,0.2898339033126831,4.0347176,1378159223846
0.004276045132428408,0.08835542947053909,0.6639315485954285,0.0,0.2898339033126831,4.128548,1378159223940
0.006088182795792818,0.1108948364853859,0.6524026393890381,0.0,0.2941838502883911,4.5038705,1378159224316
0.006088182795792818,0.1108948364853859,0.6524026393890381,0.0,0.2941838502883911,4.535147,1378159224346
0.006088182795792818,0.1108948364853859,0.6524026393890381,0.0,0.2941838502883911,4.6289783,1378159224441
0.006088182795792818,0.1108948364853859,0.6524026393890381,0.0,0.2941838502883911,4.7540855,1378159224567
0.006088182795792818,0.1108948364853859,0.6524026393890381,0.0,0.2941838502883911,4.8791933,1378159224691
0.008730768226087093,0.16164585947990417,0.6420265436172485,0.0,0.2980988025665283,5.0043006,1378159224816
0.008730768226087093,0.16164585947990417,0.6420265436172485,0.0,0.2980988025665283,5.0355773,1378159224847
0.008730768226087093,0.16164585947990417,0.6420265436172485,0.0,0.2980988025665283,5.129408,1378159224941
0.008730768226087093,0.16164585947990417,0.6420265436172485,0.0,0.2980988025665283,5.2545156,1378159225068
0.008730768226087093,0.16164585947990417,0.6420265436172485,0.0,0.2980988025665283,5.379623,1378159225191
0.011581727303564548,0.17549529671669006,0.6326881051063538,0.0,0.3016222417354584,5.5047307,1378159225317
0.011581727303564548,0.17549529671669006,0.6326881051063538,0.0,0.3016222417354584,5.5360074,1378159225348
0.011581727303564548,0.17549529671669006,0.6326881051063538,0.0,0.3016222417354584,5.629838,1378159225441
0.011581727303564548,0.17549529671669006,0.6326881051063538,0.0,0.3016222417354584,5.7549458,1378159225566
0.011581727303564548,0.17549529671669006,0.6326881051063538,0.0,0.3016222417354584,5.880053,1378159225691
0.014944826252758503,0.20768605172634125,0.624283492565155,0.0,0.3047933578491211,6.005161,1378159225816
0.014944826252758503,0.20768605172634125,0.624283492565155,0.0,0.3047933578491211,6.0364375,1378159225848
0.014944826252758503,0.20768605172634125,0.624283492565155,0.0,0.3047933578491211,6.130268,1378159225941
0.014944826252758503,0.20768605172634125,0.624283492565155,0.0,0.3047933578491211,6.255376,1378159226070
0.014944826252758503,0.20768605172634125,0.624283492565155,0.0,0.3047933578491211,6.380483,1378159226198
0.01856555975973606,0.22487486898899078,0.6167193055152893,0.0,0.30764734745025635,6.505591,1378159226318
0.01856555975973606,0.22487486898899078,0.6167193055152893,0.0,0.30764734745025635,6.5368676,1378159226349
0.01856555975973606,0.22487486898899078,0.6167193055152893,0.0,0.30764734745025635,6.630698,1378159226449
0.01856555975973606,0.22487486898899078,0.6167193055152893,0.0,0.30764734745025635,6.7714443,1378159226590
0.01856555975973606,0.22487486898899078,0.6167193055152893,0.0,0.30764734745025635,6.8965516,1378159226709
0.02255929820239544,0.24912923574447632,0.6099116206169128,0.0,0.31021595001220703,7.0216594,1378159226836
0.02255929820239544,0.24912923574447632,0.6099116206169128,0.0,0.31021595001220703,7.052936,1378159226871
0.02255929820239544,0.24912923574447632,0.6099116206169128,0.0,0.31021595001220703,7.1467667,1378159226961
0.02255929820239544,0.24912923574447632,0.6099116206169128,0.0,0.31021595001220703,7.2718744,1378159227084
0.02255929820239544,0.24912923574447632,0.6099116206169128,0.0,0.31021595001220703,7.3969817,1378159227208
0.02625373937189579,0.23324735462665558,0.6037846207618713,0.0,0.31252768635749817,7.5220895,1378159227334
0.02625373937189579,0.23324735462665558,0.6037846207618713,0.0,0.31252768635749817,7.553366,1378159227365
0.02625373937189579,0.23324735462665558,0.6037846207618713,0.0,0.31252768635749817,7.647197,1378159227468
0.02625373937189579,0.23324735462665558,0.6037846207618713,0.0,0.31252768635749817,7.7723045,1378159227584
0.02625373937189579,0.23324735462665558,0.6037846207618713,0.0,0.31252768635749817,7.897412,1378159227710
0.030493153259158134,0.2678893208503723,0.5982703566551208,0.0,0.31460824608802795,8.022519,1378159227835
0.030493153259158134,0.2678893208503723,0.5982703566551208,0.0,0.31460824608802795,8.053796,1378159227866
0.030493153259158134,0.2678893208503723,0.5982703566551208,0.0,0.31460824608802795,8.147627,1378159227961
0.030493153259158134,0.2678893208503723,0.5982703566551208,0.0,0.31460824608802795,8.272735,1378159228085
0.030493153259158134,0.2678893208503723,0.5982703566551208,0.0,0.31460824608802795,8.397842,1378159228209
0.030493153259158134,0.2678893208503723,0.5982703566551208,0.0,0.31460824608802795,8.460396,1378159228272
0.03468203544616699,0.2670900523662567,0.5933075547218323,0.61368727684021,0.31648075580596924,8.522949,1378159228338
0.03468203544616699,0.2670900523662567,0.5933075547218323,0.61368727684021,0.31648075580596924,8.554226,1378159228366
